Year,State,Year,Month,Total Deaths,Drug Deaths
2015,MA,2015,November,59104,1702
2015,MA,2015,December,58761,1723
2015,MD,2015,January,46592,1078
2015,MD,2015,February,46765,1115
2015,MD,2015,March,46818,1129
2015,MD,2015,April,46928,1125
2015,MD,2015,May,47095,1137
2015,MD,2015,June,47301,1137
2015,MD,2015,July,47386,1146
2015,MD,2015,August,47457,1169
2015,MD,2015,September,47485,1212
2015,MD,2015,October,47630,1251
2015,MD,2015,November,47583,1282
2015,MD,2015,December,47162,1320
2015,ME,2015,January,13627,213
2015,ME,2015,February,13845,218
2015,ME,2015,March,13901,230
2015,ME,2015,April,13993,243
2015,ME,2015,May,14023,239
2015,ME,2015,June,14016,238
2015,ME,2015,July,14052,253
2015,ME,2015,August,14179,245
2015,ME,2015,September,14296,258
2015,ME,2015,October,14368,265
2015,ME,2015,November,14367,271
2015,ME,2015,December,14324,267
2015,MI,2015,January,93274,1796
2015,MI,2015,February,93559,1822
2015,MI,2015,March,94086,1861
2015,MI,2015,April,94589,1941
2015,MI,2015,May,94659,1986
2015,MI,2015,June,94937,2012
2015,MI,2015,July,95051,2017
2015,MI,2015,August,95190,2009
2015,MI,2015,September,95072,2006
2015,MI,2015,October,95079,1997
2015,MI,2015,November,94631,1997
2015,MI,2015,December,93920,1973
2015,MN,2015,January,41954,530
2015,MN,2015,February,42098,523
2015,MN,2015,March,42319,529
2015,MN,2015,April,42623,541
2015,MN,2015,May,42666,550
2015,MN,2015,June,42770,544
2015,MN,2015,July,42851,549
2015,MN,2015,August,43041,563
2015,MN,2015,September,43112,574
2015,MN,2015,October,43207,586
2015,MN,2015,November,43022,588
2015,MN,2015,December,42713,592
2015,MO,2015,January,60902,1108
2015,MO,2015,February,61478,1107
2015,MO,2015,March,61767,1092
2015,MO,2015,April,61945,1072
2015,MO,2015,May,62138,1093
2015,MO,2015,June,62053,1116
2015,MO,2015,July,62257,1103
2015,MO,2015,August,62314,1070
2015,MO,2015,September,62510,1081
2015,MO,2015,October,62571,1071
2015,MO,2015,November,62541,1090
2015,MO,2015,December,61995,1087
2015,MS,2015,January,29715,302
2015,MS,2015,February,29969,302
2015,MS,2015,March,30211,307
2015,MS,2015,April,30303,322
2015,MS,2015,May,30541,328
2015,MS,2015,June,30703,329
2015,MS,2015,July,30921,343
2015,MS,2015,August,31052,348
2015,MS,2015,September,31070,337
2015,MS,2015,October,31167,331
2015,MS,2015,November,31127,325
2015,MS,2015,December,31006,333
2015,MT,2015,January,9502,121
2015,MT,2015,February,9500,125
2015,MT,2015,March,9476,129
2015,MT,2015,April,9508,126
2015,MT,2015,May,9609,135
2015,MT,2015,June,9669,132
2015,MT,2015,July,9716,128
2015,MT,2015,August,9778,121
2015,MT,2015,September,9754,125
2015,MT,2015,October,9817,126
2015,MT,2015,November,9779,128
2015,MT,2015,December,9901,131
2015,NC,2015,January,87132,1359
2015,NC,2015,February,87784,1357
2015,NC,2015,March,88384,1358
2015,NC,2015,April,88620,1365
2015,NC,2015,May,88818,1389
2015,NC,2015,June,89238,1406
2015,NC,2015,July,89630,1422
2015,NC,2015,August,89864,1416
2015,NC,2015,September,90001,1439
2015,NC,2015,October,90154,1455
2015,NC,2015,November,90229,1503
2015,NC,2015,December,90025,1537
2015,ND,2015,January,6887,65
2015,ND,2015,February,6914,65
2015,ND,2015,March,6919,64
2015,ND,2015,April,6955,61
2015,ND,2015,May,6945,67
2015,ND,2015,June,6988,71
2015,ND,2015,July,7028,68
2015,ND,2015,August,7020,70
2015,ND,2015,September,7028,71
2015,ND,2015,October,6977,68
2015,ND,2015,November,6985,63
2015,ND,2015,December,6876,66
2015,NE,2015,January,16421,121
2015,NE,2015,February,16509,129
2015,NE,2015,March,16621,131
2015,NE,2015,April,16670,125
2015,NE,2015,May,16725,129
2015,NE,2015,June,16799,130
2015,NE,2015,July,16933,132
2015,NE,2015,August,17015,131
2015,NE,2015,September,17022,135
2015,NE,2015,October,17086,135
2015,NE,2015,November,17034,126
2015,NE,2015,December,16957,123
2015,NH,2015,January,11342,350
2015,NH,2015,February,11493,360
2015,NH,2015,March,11545,367
2015,NH,2015,April,11681,394
2015,NH,2015,May,11690,402
2015,NH,2015,June,11644,416
2015,NH,2015,July,11755,424
2015,NH,2015,August,11754,426
2015,NH,2015,September,11775,449
2015,NH,2015,October,11802,449
2015,NH,2015,November,11736,444
2015,NH,2015,December,11724,415
2015,NJ,2015,January,70998,1210
2015,NJ,2015,February,71521,1221
2015,NJ,2015,March,71756,1226
2015,NJ,2015,April,71525,1240
2015,NJ,2015,May,71394,1277
2015,NJ,2015,June,71384,1305
2015,NJ,2015,July,71495,1336
2015,NJ,2015,August,71571,1373
2015,NJ,2015,September,71636,1411
2015,NJ,2015,October,71671,1413
2015,NJ,2015,November,71524,1414
2015,NJ,2015,December,71109,1423
2015,NM,2015,January,17051,548
2015,NM,2015,February,17019,546
2015,NM,2015,March,17080,544
2015,NM,2015,April,17123,536
2015,NM,2015,May,17012,523
2015,NM,2015,June,17045,519
2015,NM,2015,July,16991,520
2015,NM,2015,August,17087,518
2015,NM,2015,September,17113,513
2015,NM,2015,October,17073,518
2015,NM,2015,November,17110,510
2015,NM,2015,December,17062,496
2015,NV,2015,January,22619,578
2015,NV,2015,February,22628,576
2015,NV,2015,March,22791,579
2015,NV,2015,April,22926,584
2015,NV,2015,May,23034,598
2015,NV,2015,June,23228,619
2015,NV,2015,July,23255,616
2015,NV,2015,August,23350,632
2015,NV,2015,September,23360,633
2015,NV,2015,October,23392,628
2015,NV,2015,November,23506,634
2015,NV,2015,December,23647,665
2015,NY,2015,January,96525,1510
2015,NY,2015,February,97079,1519
2015,NY,2015,March,97885,1535
2015,NY,2015,April,98250,1597
2015,NY,2015,May,98620,1622
2015,NY,2015,June,98695,1659
2015,NY,2015,July,98964,1694
2015,NY,2015,August,99184,1733
2015,NY,2015,September,99349,1764
2015,NY,2015,October,99526,1766
2015,NY,2015,November,99173,1789
2015,NY,2015,December,98476,1802
2015,OH,2015,January,115935,2829
2015,OH,2015,February,116546,2828
2015,OH,2015,March,116925,2843
2015,OH,2015,April,117559,2955
2015,OH,2015,May,117995,3054
2015,OH,2015,June,118270,3051
2015,OH,2015,July,118593,3128
2015,OH,2015,August,118888,3153
2015,OH,2015,September,119011,3196
2015,OH,2015,October,119346,3222
2015,OH,2015,November,119284,3298
2015,OH,2015,December,118113,3336
2015,OK,2015,January,37788,794
2015,OK,2015,February,37978,773
2015,OK,2015,March,38043,771
2015,OK,2015,April,38006,766
2015,OK,2015,May,37987,752
2015,OK,2015,June,38139,738
2015,OK,2015,July,38193,733
2015,OK,2015,August,38289,727
2015,OK,2015,September,38243,718
2015,OK,2015,October,38260,723
2015,OK,2015,November,38278,727
2015,OK,2015,December,38321,722
2015,OR,2015,January,34412,520
2015,OR,2015,February,34646,519
2015,OR,2015,March,34773,515
2015,OR,2015,April,34918,517
2015,OR,2015,May,35158,501
2015,OR,2015,June,35356,506
2015,OR,2015,July,35470,502
2015,OR,2015,August,35486,515
2015,OR,2015,September,35565,523
2015,OR,2015,October,35484,510
2015,OR,2015,November,35629,504
2015,OR,2015,December,35732,497
2015,PA,2015,January,131628,2788
2015,PA,2015,February,132673,2815
2015,PA,2015,March,133628,2836
2015,PA,2015,April,134004,2862
2015,PA,2015,May,134018,2878
2015,PA,2015,June,134081,2964
2015,PA,2015,July,134020,3012
2015,PA,2015,August,134230,3075
2015,PA,2015,September,134427,3131
2015,PA,2015,October,134598,3203
2015,PA,2015,November,134286,3250
2015,PA,2015,December,133734,3263
2015,RI,2015,January,10111,250
2015,RI,2015,February,10206,254
2015,RI,2015,March,10268,262
2015,RI,2015,April,10249,267
2015,RI,2015,May,10238,282
2015,RI,2015,June,10286,296
2015,RI,2015,July,10365,308
2015,RI,2015,August,10369,308
2015,RI,2015,September,10414,326
2015,RI,2015,October,10476,322
2015,RI,2015,November,10496,323
2015,RI,2015,December,10388,319
2015,SC,2015,January,44886,692
2015,SC,2015,February,45264,699
2015,SC,2015,March,45668,710
2015,SC,2015,April,45723,709
2015,SC,2015,May,45843,726
2015,SC,2015,June,45965,730
2015,SC,2015,July,46062,726
2015,SC,2015,August,46168,744
2015,SC,2015,September,46260,735
2015,SC,2015,October,46453,747
2015,SC,2015,November,46445,738
2015,SC,2015,December,46352,736
2015,SD,2015,January,7700,60
2015,SD,2015,February,7684,59
2015,SD,2015,March,7720,61
2015,SD,2015,April,7742,57
2015,SD,2015,May,7758,55
2015,SD,2015,June,7851,59
2015,SD,2015,July,7899,66
2015,SD,2015,August,7891,64
2015,SD,2015,September,7950,62
2015,SD,2015,October,7943,62
2015,SD,2015,November,7915,60
2015,SD,2015,December,7894,62
2015,TN,2015,January,68744,1296
2015,TN,2015,February,69161,1278
2015,TN,2015,March,69559,1311
2015,TN,2015,April,69550,1302
2015,TN,2015,May,69611,1331
2015,TN,2015,June,69812,1349
2015,TN,2015,July,70091,1375
2015,TN,2015,August,70246,1388
2015,TN,2015,September,70350,1412
2015,TN,2015,October,70607,1440
2015,TN,2015,November,70639,1430
2015,TN,2015,December,70237,1455
2015,TX,2015,January,187532,2577
2015,TX,2015,February,188094,2520
2015,TX,2015,March,188941,2544
2015,TX,2015,April,189620,2533
2015,TX,2015,May,190366,2539
2015,TX,2015,June,190805,2517
2015,TX,2015,July,191726,2564
2015,TX,2015,August,192231,2590
2015,TX,2015,September,192514,2615
2015,TX,2015,October,192890,2625
2015,TX,2015,November,192655,2591
2015,TX,2015,December,192423,2579
2015,US,2015,January,2653334,47523
2015,US,2015,February,2668442,47725
2015,US,2015,March,2682744,48198
2015,US,2015,April,2691628,48748
2015,US,2015,May,2698421,49293
2015,US,2015,June,2704994,49691
2015,US,2015,July,2712688,50301
2015,US,2015,August,2719206,50834
2015,US,2015,September,2723893,51575
2015,US,2015,October,2729315,52114
2015,US,2015,November,2727809,52386
2015,US,2015,December,2718198,52623
2015,UT,2015,January,17303,619
2015,UT,2015,February,17431,606
2015,UT,2015,March,17543,606
2015,UT,2015,April,17578,614
2015,UT,2015,May,17660,599
2015,UT,2015,June,17739,603
2015,UT,2015,July,17792,596
2015,UT,2015,August,17861,607
2015,UT,2015,September,17834,622
2015,UT,2015,October,17898,655
2015,UT,2015,November,17881,657
2015,UT,2015,December,17845,649
2015,VA,2015,January,63414,959
2015,VA,2015,February,63896,980
2015,VA,2015,March,64114,968
2015,VA,2015,April,64331,966
2015,VA,2015,May,64403,973
2015,VA,2015,June,64455,984
2015,VA,2015,July,64525,976
2015,VA,2015,August,64848,994
2015,VA,2015,September,65030,1009
2015,VA,2015,October,65166,1016
2015,VA,2015,November,65089,992
2015,VA,2015,December,64760,1002
2015,VT,2015,January,5573,76
2015,VT,2015,February,5639,77
2015,VT,2015,March,5683,82
2015,VT,2015,April,5776,85
2015,VT,2015,May,5799,91
2015,VT,2015,June,5819,94
2015,VT,2015,July,5816,95
2015,VT,2015,August,5793,100
2015,VT,2015,September,5748,100
2015,VT,2015,October,5711,96
2015,VT,2015,November,5737,99
2015,VT,2015,December,5770,99
2015,WA,2015,January,52487,996
2015,WA,2015,February,52591,1000
2015,WA,2015,March,52850,1018
2015,WA,2015,April,53014,1017
2015,WA,2015,May,53397,1020
2015,WA,2015,June,53657,1050
2015,WA,2015,July,53954,1068
2015,WA,2015,August,54015,1066
2015,WA,2015,September,54328,1090
2015,WA,2015,October,54453,1099
2015,WA,2015,November,54460,1110
2015,WA,2015,December,54629,1109
2015,WI,2015,January,50658,849
2015,WI,2015,February,50801,872
2015,WI,2015,March,51128,872
2015,WI,2015,April,51340,871
2015,WI,2015,May,51231,862
2015,WI,2015,June,51287,860
2015,WI,2015,July,51319,849
2015,WI,2015,August,51338,836
2015,WI,2015,September,51390,880
2015,WI,2015,October,51449,887
2015,WI,2015,November,51286,867
2015,WI,2015,December,51074,873
2015,WV,2015,January,21732,644
2015,WV,2015,February,21811,653
2015,WV,2015,March,21882,671
2015,WV,2015,April,22086,683
2015,WV,2015,May,22201,681
2015,WV,2015,June,22163,681
2015,WV,2015,July,22290,684
2015,WV,2015,August,22290,682
2015,WV,2015,September,22294,686
2015,WV,2015,October,22365,717
2015,WV,2015,November,22251,719
2015,WV,2015,December,22173,729
2015,WY,2015,January,4365,105
2015,WY,2015,February,4395,104
2015,WY,2015,March,4456,104
2015,WY,2015,April,4526,112
2015,WY,2015,May,4507,113
2015,WY,2015,June,4487,104
2015,WY,2015,July,4521,105
2015,WY,2015,August,4541,102
2015,WY,2015,September,4508,100
2015,WY,2015,October,4499,95
2015,WY,2015,November,4500,93
2015,WY,2015,December,4507,92
